id,FACILITY_NAME,FACILITY_ID,INDUSTRY_TYPE,NAICS_CODE,YEAR,POLLUTANT,LBS_EMITTED,TONS_EMITTED,x,y
5622,Kurt Manufacturing Inc - Quincy St,5300032,Manufacturing,332212,2006,Carbon Monoxide,380.0,0.19,480205.87954577943,4983083.062821
5623,Kurt Manufacturing Inc - Quincy St,5300032,Manufacturing,332212,2006,Nitrogen Oxides,460.0,0.23,480205.87954577943,4983083.062821
5624,Kurt Manufacturing Inc - Quincy St,5300032,Manufacturing,332212,2006,PM Primary,1880.0,0.94,480205.87954577943,4983083.062821
5625,Kurt Manufacturing Inc - Quincy St,5300032,Manufacturing,332212,2006,PM10 Primary,1740.0,0.87,480205.87954577943,4983083.062821
5626,Kurt Manufacturing Inc - Quincy St,5300032,Manufacturing,332212,2006,Sulfur Dioxide,0.0,0.0,480205.87954577943,4983083.062821
5627,Kurt Manufacturing Inc - Quincy St,5300032,Manufacturing,332212,2006,Volatile Organic Compounds,940.0,0.47,480205.87954577943,4983083.062821
5628,Kurt Manufacturing Inc - Quincy St,5300032,Manufacturing,332212,2006,Lead,0.0,0.0,480205.87954577943,4983083.062821
6070,Macy's Department Store Nicollet Mall,5300025,Other,45211,2006,Carbon Monoxide,100.0,0.05,478435.24400133395,4980387.341703174
6071,Macy's Department Store Nicollet Mall,5300025,Other,45211,2006,Nitrogen Oxides,120.0,0.06,478435.24400133395,4980387.341703174
6072,Macy's Department Store Nicollet Mall,5300025,Other,45211,2006,PM Primary,0.0,0.0,478435.24400133395,4980387.341703174
6073,Macy's Department Store Nicollet Mall,5300025,Other,45211,2006,PM10 Primary,0.0,0.0,478435.24400133395,4980387.341703174
6074,Macy's Department Store Nicollet Mall,5300025,Other,45211,2006,Sulfur Dioxide,0.0,0.0,478435.24400133395,4980387.341703174
6075,Macy's Department Store Nicollet Mall,5300025,Other,45211,2006,Volatile Organic Compounds,0.0,0.0,478435.24400133395,4980387.341703174
6076,Macy's Department Store Nicollet Mall,5300025,Other,45211,2006,Lead,0.0,0.0,478435.24400133395,4980387.341703174
6077,DCI 1001 Minneapolis Venture LLC,5300885,Other,511120,2006,Carbon Monoxide,2840.0,1.42,478693.5519617758,4979819.9263091255
6078,DCI 1001 Minneapolis Venture LLC,5300885,Other,511120,2006,Nitrogen Oxides,13120.0,6.56,478693.5519617758,4979819.9263091255
6079,DCI 1001 Minneapolis Venture LLC,5300885,Other,511120,2006,PM Primary,920.0,0.46,478693.5519617758,4979819.9263091255
6080,DCI 1001 Minneapolis Venture LLC,5300885,Other,511120,2006,PM10 Primary,920.0,0.46,478693.5519617758,4979819.9263091255
6081,DCI 1001 Minneapolis Venture LLC,5300885,Other,511120,2006,Sulfur Dioxide,860.0,0.43,478693.5519617758,4979819.9263091255
6082,DCI 1001 Minneapolis Venture LLC,5300885,Other,511120,2006,Volatile Organic Compounds,1060.0,0.53,478693.5519617758,4979819.9263091255
6083,DCI 1001 Minneapolis Venture LLC,5300885,Other,511120,2006,Lead,0.0,0.0,478693.5519617758,4979819.9263091255
6399,Leef Services Inc,5300417,Other,812332,2006,Carbon Monoxide,1889.2,0.94,476347.3573257927,4980601.719417606
6400,Leef Services Inc,5300417,Other,812332,2006,Nitrogen Oxides,2249.0,1.12,476347.3573257927,4980601.719417606
6401,Leef Services Inc,5300417,Other,812332,2006,PM Primary,4250.9,2.13,476347.3573257927,4980601.719417606
6402,Leef Services Inc,5300417,Other,812332,2006,PM10 Primary,4250.9,2.13,476347.3573257927,4980601.719417606
6403,Leef Services Inc,5300417,Other,812332,2006,Sulfur Dioxide,13.494,0.01,476347.3573257927,4980601.719417606
6404,Leef Services Inc,5300417,Other,812332,2006,Volatile Organic Compounds,90744.0,45.37,476347.3573257927,4980601.719417606
6405,Leef Services Inc,5300417,Other,812332,2006,Lead,0.00903,0.0,476347.3573257927,4980601.719417606
6406,LeJeune Steel Co,5300792,Manufacturing,332312,2006,Carbon Monoxide,660.0,0.33,477879.95741187205,4971231.866644561
6407,LeJeune Steel Co,5300792,Manufacturing,332312,2006,Nitrogen Oxides,920.0,0.46,477879.95741187205,4971231.866644561
6408,LeJeune Steel Co,5300792,Manufacturing,332312,2006,PM Primary,1260.0,0.63,477879.95741187205,4971231.866644561
6409,LeJeune Steel Co,5300792,Manufacturing,332312,2006,PM10 Primary,1260.0,0.63,477879.95741187205,4971231.866644561
6410,LeJeune Steel Co,5300792,Manufacturing,332312,2006,Sulfur Dioxide,0.0,0.0,477879.95741187205,4971231.866644561
6411,LeJeune Steel Co,5300792,Manufacturing,332312,2006,Volatile Organic Compounds,18560.0,9.28,477879.95741187205,4971231.866644561
6412,LeJeune Steel Co,5300792,Manufacturing,332312,2006,Lead,0.0,0.0,477879.95741187205,4971231.866644561
6847,Douglas Corp - Mpls,5301094,Manufacturing,326121,2006,Carbon Monoxide,140.0,0.07,479828.7743512237,4979727.373122197
6848,Douglas Corp - Mpls,5301094,Manufacturing,326121,2006,Nitrogen Oxides,180.0,0.09,479828.7743512237,4979727.373122197
6849,Douglas Corp - Mpls,5301094,Manufacturing,326121,2006,PM Primary,20.0,0.01,479828.7743512237,4979727.373122197
6850,Douglas Corp - Mpls,5301094,Manufacturing,326121,2006,PM10 Primary,20.0,0.01,479828.7743512237,4979727.373122197
6851,Douglas Corp - Mpls,5301094,Manufacturing,326121,2006,Sulfur Dioxide,0.0,0.0,479828.7743512237,4979727.373122197
6852,Douglas Corp - Mpls,5301094,Manufacturing,326121,2006,Volatile Organic Compounds,0.0,0.0,479828.7743512237,4979727.373122197
6853,Douglas Corp - Mpls,5301094,Manufacturing,326121,2006,Lead,0.0,0.0,479828.7743512237,4979727.373122197
6868,Downtown Collision Inc,5301036,Other,811121,2006,Carbon Monoxide,0.0,0.0,482359.43854935886,4982437.85737192
6869,Downtown Collision Inc,5301036,Other,811121,2006,Nitrogen Oxides,0.0,0.0,482359.43854935886,4982437.85737192
6870,Downtown Collision Inc,5301036,Other,811121,2006,PM Primary,1500.0,0.75,482359.43854935886,4982437.85737192
6871,Downtown Collision Inc,5301036,Other,811121,2006,PM10 Primary,1500.0,0.75,482359.43854935886,4982437.85737192
6872,Downtown Collision Inc,5301036,Other,811121,2006,Sulfur Dioxide,0.0,0.0,482359.43854935886,4982437.85737192
6873,Downtown Collision Inc,5301036,Other,811121,2006,Volatile Organic Compounds,4300.0,2.15,482359.43854935886,4982437.85737192
6874,Downtown Collision Inc,5301036,Other,811121,2006,Lead,0.0,0.0,482359.43854935886,4982437.85737192
7218,Shriner's Hospital,5300904,Other,622110,2006,Carbon Monoxide,1700.0,0.85,483397.4079594495,4978361.842917815
7219,Shriner's Hospital,5300904,Other,622110,2006,Nitrogen Oxides,7860.0,3.93,483397.4079594495,4978361.842917815
7220,Shriner's Hospital,5300904,Other,622110,2006,PM Primary,860.0,0.43,483397.4079594495,4978361.842917815
7221,Shriner's Hospital,5300904,Other,622110,2006,PM10 Primary,860.0,0.43,483397.4079594495,4978361.842917815
7222,Shriner's Hospital,5300904,Other,622110,2006,Sulfur Dioxide,1040.0,0.52,483397.4079594495,4978361.842917815
7223,Shriner's Hospital,5300904,Other,622110,2006,Volatile Organic Compounds,0.0,0.0,483397.4079594495,4978361.842917815
7224,Shriner's Hospital,5300904,Other,622110,2006,Lead,0.0,0.0,483397.4079594495,4978361.842917815
7246,Siewert Cabinet & Fixture Manufacturing Inc,5300852,Manufacturing,321918,2006,Carbon Monoxide,0.0,0.0,481108.63852710126,4977868.3005787395
7247,Siewert Cabinet & Fixture Manufacturing Inc,5300852,Manufacturing,321918,2006,Nitrogen Oxides,0.0,0.0,481108.63852710126,4977868.3005787395
7248,Siewert Cabinet & Fixture Manufacturing Inc,5300852,Manufacturing,321918,2006,PM Primary,2680.0,1.34,481108.63852710126,4977868.3005787395
7249,Siewert Cabinet & Fixture Manufacturing Inc,5300852,Manufacturing,321918,2006,PM10 Primary,2680.0,1.34,481108.63852710126,4977868.3005787395
7250,Siewert Cabinet & Fixture Manufacturing Inc,5300852,Manufacturing,321918,2006,Sulfur Dioxide,0.0,0.0,481108.63852710126,4977868.3005787395
7251,Siewert Cabinet & Fixture Manufacturing Inc,5300852,Manufacturing,321918,2006,Volatile Organic Compounds,10380.0,5.19,481108.63852710126,4977868.3005787395
7252,Siewert Cabinet & Fixture Manufacturing Inc,5300852,Manufacturing,321918,2006,Lead,0.0,0.0,481108.63852710126,4977868.3005787395
7323,Smith Foundry,5300006,Manufacturing,331511,2006,Carbon Monoxide,873.6,0.44,480649.76869763044,4977614.181185404
7324,Smith Foundry,5300006,Manufacturing,331511,2006,Nitrogen Oxides,1256.5,0.63,480649.76869763044,4977614.181185404
7325,Smith Foundry,5300006,Manufacturing,331511,2006,PM Primary,72052.0,36.03,480649.76869763044,4977614.181185404
7326,Smith Foundry,5300006,Manufacturing,331511,2006,PM10 Primary,32450.0,16.23,480649.76869763044,4977614.181185404
7327,Smith Foundry,5300006,Manufacturing,331511,2006,Sulfur Dioxide,219.42,0.11,480649.76869763044,4977614.181185404
7328,Smith Foundry,5300006,Manufacturing,331511,2006,Volatile Organic Compounds,9035.4,4.52,480649.76869763044,4977614.181185404
7329,Smith Foundry,5300006,Manufacturing,331511,2006,Lead,365.16,0.18,480649.76869763044,4977614.181185404
7337,Smyth Companies LLC - Minneapolis,5300830,Manufacturing,323112,2006,Carbon Monoxide,80.0,0.04,481116.1663213,4978048.501015714
7338,Smyth Companies LLC - Minneapolis,5300830,Manufacturing,323112,2006,Nitrogen Oxides,960.0,0.48,481116.1663213,4978048.501015714
7339,Smyth Companies LLC - Minneapolis,5300830,Manufacturing,323112,2006,PM Primary,40.0,0.02,481116.1663213,4978048.501015714
7340,Smyth Companies LLC - Minneapolis,5300830,Manufacturing,323112,2006,PM10 Primary,0.0,0.0,481116.1663213,4978048.501015714
7341,Smyth Companies LLC - Minneapolis,5300830,Manufacturing,323112,2006,Sulfur Dioxide,0.0,0.0,481116.1663213,4978048.501015714
7342,Smyth Companies LLC - Minneapolis,5300830,Manufacturing,323112,2006,Volatile Organic Compounds,34600.0,17.3,481116.1663213,4978048.501015714
7343,Smyth Companies LLC - Minneapolis,5300830,Manufacturing,323112,2006,Lead,0.0,0.0,481116.1663213,4978048.501015714
7365,Dunwoody Institute,5300996,Other,611210,2006,Carbon Monoxide,1540.0,0.77,477109.13621317525,4979980.927008315
7366,Dunwoody Institute,5300996,Other,611210,2006,Nitrogen Oxides,1820.0,0.91,477109.13621317525,4979980.927008315
7367,Dunwoody Institute,5300996,Other,611210,2006,PM Primary,140.0,0.07,477109.13621317525,4979980.927008315
7368,Dunwoody Institute,5300996,Other,611210,2006,PM10 Primary,140.0,0.07,477109.13621317525,4979980.927008315
7369,Dunwoody Institute,5300996,Other,611210,2006,Sulfur Dioxide,20.0,0.01,477109.13621317525,4979980.927008315
7370,Dunwoody Institute,5300996,Other,611210,2006,Volatile Organic Compounds,1400.0,0.7,477109.13621317525,4979980.927008315
7371,Dunwoody Institute,5300996,Other,611210,2006,Lead,0.0,0.0,477109.13621317525,4979980.927008315
7689,Mackay Mitchell Envelope Co,5301104,Pulp & Paper,322232,2006,Carbon Monoxide,0.0,0.0,482476.08884215646,4981136.5785835
7690,Mackay Mitchell Envelope Co,5301104,Pulp & Paper,322232,2006,Nitrogen Oxides,0.0,0.0,482476.08884215646,4981136.5785835
7691,Mackay Mitchell Envelope Co,5301104,Pulp & Paper,322232,2006,PM Primary,0.0,0.0,482476.08884215646,4981136.5785835
7692,Mackay Mitchell Envelope Co,5301104,Pulp & Paper,322232,2006,PM10 Primary,0.0,0.0,482476.08884215646,4981136.5785835
7693,Mackay Mitchell Envelope Co,5301104,Pulp & Paper,322232,2006,Sulfur Dioxide,0.0,0.0,482476.08884215646,4981136.5785835
7694,Mackay Mitchell Envelope Co,5301104,Pulp & Paper,322232,2006,Volatile Organic Compounds,17680.0,8.84,482476.08884215646,4981136.5785835
7695,Mackay Mitchell Envelope Co,5301104,Pulp & Paper,322232,2006,Lead,0.0,0.0,482476.08884215646,4981136.5785835
7989,Advanced Web Technologies Inc,5301174,Manufacturing,323112,2006,Carbon Monoxide,60.0,0.03,482714.66298844316,4982551.657923745
7990,Advanced Web Technologies Inc,5301174,Manufacturing,323112,2006,Nitrogen Oxides,280.0,0.14,482714.66298844316,4982551.657923745
7991,Advanced Web Technologies Inc,5301174,Manufacturing,323112,2006,PM Primary,20.0,0.01,482714.66298844316,4982551.657923745
7992,Advanced Web Technologies Inc,5301174,Manufacturing,323112,2006,PM10 Primary,20.0,0.01,482714.66298844316,4982551.657923745
7993,Advanced Web Technologies Inc,5301174,Manufacturing,323112,2006,Sulfur Dioxide,0.0,0.0,482714.66298844316,4982551.657923745
7994,Advanced Web Technologies Inc,5301174,Manufacturing,323112,2006,Volatile Organic Compounds,11400.0,5.7,482714.66298844316,4982551.657923745
7995,Advanced Web Technologies Inc,5301174,Manufacturing,323112,2006,Lead,0.0,0.0,482714.66298844316,4982551.657923745
8052,Wells Fargo Home Mortgage,5300695,Other,522292,2006,Carbon Monoxide,2420.0,1.21,478733.95738505333,4977742.449576658
8053,Wells Fargo Home Mortgage,5300695,Other,522292,2006,Nitrogen Oxides,3400.0,1.7,478733.95738505333,4977742.449576658
8054,Wells Fargo Home Mortgage,5300695,Other,522292,2006,PM Primary,240.0,0.12,478733.95738505333,4977742.449576658
8055,Wells Fargo Home Mortgage,5300695,Other,522292,2006,PM10 Primary,240.0,0.12,478733.95738505333,4977742.449576658
8056,Wells Fargo Home Mortgage,5300695,Other,522292,2006,Sulfur Dioxide,100.0,0.05,478733.95738505333,4977742.449576658
8057,Wells Fargo Home Mortgage,5300695,Other,522292,2006,Volatile Organic Compounds,200.0,0.1,478733.95738505333,4977742.449576658
8058,Wells Fargo Home Mortgage,5300695,Other,522292,2006,Lead,0.0,0.0,478733.95738505333,4977742.449576658
8115,Aggregate Industries Inc -Mpls Ready Mix,5300883,Manufacturing,32732,2006,Carbon Monoxide,280.0,0.14,477503.69007666357,4971081.426294115
8116,Aggregate Industries Inc -Mpls Ready Mix,5300883,Manufacturing,32732,2006,Nitrogen Oxides,1860.0,0.93,477503.69007666357,4971081.426294115
8117,Aggregate Industries Inc -Mpls Ready Mix,5300883,Manufacturing,32732,2006,PM Primary,30620.0,15.31,477503.69007666357,4971081.426294115
8118,Aggregate Industries Inc -Mpls Ready Mix,5300883,Manufacturing,32732,2006,PM10 Primary,14720.0,7.36,477503.69007666357,4971081.426294115
8119,Aggregate Industries Inc -Mpls Ready Mix,5300883,Manufacturing,32732,2006,Sulfur Dioxide,560.0,0.28,477503.69007666357,4971081.426294115
8120,Aggregate Industries Inc -Mpls Ready Mix,5300883,Manufacturing,32732,2006,Volatile Organic Compounds,20.0,0.01,477503.69007666357,4971081.426294115
8121,Aggregate Industries Inc -Mpls Ready Mix,5300883,Manufacturing,32732,2006,Lead,0.0,0.0,477503.69007666357,4971081.426294115
8316,Greatbatch Ltd dba Greatbatch Medical,5301002,Manufacturing,332116,2006,Carbon Monoxide,0.0,0.0,482839.86034185975,4981007.176055071
8317,Greatbatch Ltd dba Greatbatch Medical,5301002,Manufacturing,332116,2006,Nitrogen Oxides,0.0,0.0,482839.86034185975,4981007.176055071
8318,Greatbatch Ltd dba Greatbatch Medical,5301002,Manufacturing,332116,2006,PM Primary,0.0,0.0,482839.86034185975,4981007.176055071
8319,Greatbatch Ltd dba Greatbatch Medical,5301002,Manufacturing,332116,2006,PM10 Primary,0.0,0.0,482839.86034185975,4981007.176055071
8320,Greatbatch Ltd dba Greatbatch Medical,5301002,Manufacturing,332116,2006,Sulfur Dioxide,0.0,0.0,482839.86034185975,4981007.176055071
8321,Greatbatch Ltd dba Greatbatch Medical,5301002,Manufacturing,332116,2006,Volatile Organic Compounds,43500.0,21.75,482839.86034185975,4981007.176055071
8322,Greatbatch Ltd dba Greatbatch Medical,5301002,Manufacturing,332116,2006,Lead,0.0,0.0,482839.86034185975,4981007.176055071
8344,H&B Elevators Inc,5300763,Manufacturing,333921,2006,Carbon Monoxide,440.0,0.22,482010.27675474854,4977970.7565082945
8345,H&B Elevators Inc,5300763,Manufacturing,333921,2006,Nitrogen Oxides,540.0,0.27,482010.27675474854,4977970.7565082945
8346,H&B Elevators Inc,5300763,Manufacturing,333921,2006,PM Primary,680.0,0.34,482010.27675474854,4977970.7565082945
8347,H&B Elevators Inc,5300763,Manufacturing,333921,2006,PM10 Primary,680.0,0.34,482010.27675474854,4977970.7565082945
8348,H&B Elevators Inc,5300763,Manufacturing,333921,2006,Sulfur Dioxide,0.0,0.0,482010.27675474854,4977970.7565082945
8349,H&B Elevators Inc,5300763,Manufacturing,333921,2006,Volatile Organic Compounds,15300.0,7.65,482010.27675474854,4977970.7565082945
8350,H&B Elevators Inc,5300763,Manufacturing,333921,2006,Lead,0.0,0.0,482010.27675474854,4977970.7565082945
8407,Hard Chrome Inc,5300247,Manufacturing,332813,2006,Carbon Monoxide,2204.2,1.1,479135.55508461257,4984773.010636692
8408,Hard Chrome Inc,5300247,Manufacturing,332813,2006,Nitrogen Oxides,2624.0,1.31,479135.55508461257,4984773.010636692
8409,Hard Chrome Inc,5300247,Manufacturing,332813,2006,PM Primary,1253.8,0.63,479135.55508461257,4984773.010636692
8410,Hard Chrome Inc,5300247,Manufacturing,332813,2006,PM10 Primary,1253.8,0.63,479135.55508461257,4984773.010636692
8411,Hard Chrome Inc,5300247,Manufacturing,332813,2006,Sulfur Dioxide,14.844,0.01,479135.55508461257,4984773.010636692
8412,Hard Chrome Inc,5300247,Manufacturing,332813,2006,Volatile Organic Compounds,125.07,0.06,479135.55508461257,4984773.010636692
8413,Hard Chrome Inc,5300247,Manufacturing,332813,2006,Lead,0.01132,0.0,479135.55508461257,4984773.010636692
8617,Northern Metal Recycling,5300480,Other,42393,2006,Carbon Monoxide,0.0,0.0,478235.1155960334,4984131.702146879
8618,Northern Metal Recycling,5300480,Other,42393,2006,Nitrogen Oxides,0.0,0.0,478235.1155960334,4984131.702146879
8619,Northern Metal Recycling,5300480,Other,42393,2006,PM Primary,0.0,0.0,478235.1155960334,4984131.702146879
8620,Northern Metal Recycling,5300480,Other,42393,2006,PM10 Primary,0.0,0.0,478235.1155960334,4984131.702146879
8621,Northern Metal Recycling,5300480,Other,42393,2006,Sulfur Dioxide,0.0,0.0,478235.1155960334,4984131.702146879
8622,Northern Metal Recycling,5300480,Other,42393,2006,Volatile Organic Compounds,0.0,0.0,478235.1155960334,4984131.702146879
8623,Northern Metal Recycling,5300480,Other,42393,2006,Lead,0.0,0.0,478235.1155960334,4984131.702146879
9130,American Spirit Graphics Corp,5300126,Manufacturing,323110,2006,Carbon Monoxide,0.0,0.0,481063.2490190832,4981727.580766189
9131,American Spirit Graphics Corp,5300126,Manufacturing,323110,2006,Nitrogen Oxides,0.0,0.0,481063.2490190832,4981727.580766189
9132,American Spirit Graphics Corp,5300126,Manufacturing,323110,2006,PM Primary,0.0,0.0,481063.2490190832,4981727.580766189
9133,American Spirit Graphics Corp,5300126,Manufacturing,323110,2006,PM10 Primary,0.0,0.0,481063.2490190832,4981727.580766189
9134,American Spirit Graphics Corp,5300126,Manufacturing,323110,2006,Sulfur Dioxide,0.0,0.0,481063.2490190832,4981727.580766189
9135,American Spirit Graphics Corp,5300126,Manufacturing,323110,2006,Volatile Organic Compounds,25640.0,12.82,481063.2490190832,4981727.580766189
9136,American Spirit Graphics Corp,5300126,Manufacturing,323110,2006,Lead,0.0,0.0,481063.2490190832,4981727.580766189
9410,Atlas Manufacturing div of Meribel,5301135,Manufacturing,332322,2006,Carbon Monoxide,400.0,0.2,483436.4421407433,4981250.017114727
9411,Atlas Manufacturing div of Meribel,5301135,Manufacturing,332322,2006,Nitrogen Oxides,660.0,0.33,483436.4421407433,4981250.017114727
9412,Atlas Manufacturing div of Meribel,5301135,Manufacturing,332322,2006,PM Primary,40.0,0.02,483436.4421407433,4981250.017114727
9413,Atlas Manufacturing div of Meribel,5301135,Manufacturing,332322,2006,PM10 Primary,40.0,0.02,483436.4421407433,4981250.017114727
9414,Atlas Manufacturing div of Meribel,5301135,Manufacturing,332322,2006,Sulfur Dioxide,0.0,0.0,483436.4421407433,4981250.017114727
9415,Atlas Manufacturing div of Meribel,5301135,Manufacturing,332322,2006,Volatile Organic Compounds,6980.0,3.49,483436.4421407433,4981250.017114727
9416,Atlas Manufacturing div of Meribel,5301135,Manufacturing,332322,2006,Lead,0.0,0.0,483436.4421407433,4981250.017114727
9641,Harriet Maintenance Facility - Equipment Services,5301007,Other,92119,2006,Carbon Monoxide,200.0,0.1,477385.48202563805,4971148.494210344
9642,Harriet Maintenance Facility - Equipment Services,5301007,Other,92119,2006,Nitrogen Oxides,220.0,0.11,477385.48202563805,4971148.494210344
9643,Harriet Maintenance Facility - Equipment Services,5301007,Other,92119,2006,PM Primary,20.0,0.01,477385.48202563805,4971148.494210344
9644,Harriet Maintenance Facility - Equipment Services,5301007,Other,92119,2006,PM10 Primary,20.0,0.01,477385.48202563805,4971148.494210344
9645,Harriet Maintenance Facility - Equipment Services,5301007,Other,92119,2006,Sulfur Dioxide,0.0,0.0,477385.48202563805,4971148.494210344
9646,Harriet Maintenance Facility - Equipment Services,5301007,Other,92119,2006,Volatile Organic Compounds,4160.0,2.08,477385.48202563805,4971148.494210344
9647,Harriet Maintenance Facility - Equipment Services,5301007,Other,92119,2006,Lead,0.0,0.0,477385.48202563805,4971148.494210344
9676,Hawkins Inc,5300963,Manufacturing,325199,2006,Carbon Monoxide,400.0,0.2,483485.55315192096,4981949.743308175
9677,Hawkins Inc,5300963,Manufacturing,325199,2006,Nitrogen Oxides,1900.0,0.95,483485.55315192096,4981949.743308175
9678,Hawkins Inc,5300963,Manufacturing,325199,2006,PM Primary,540.0,0.27,483485.55315192096,4981949.743308175
9679,Hawkins Inc,5300963,Manufacturing,325199,2006,PM10 Primary,540.0,0.27,483485.55315192096,4981949.743308175
9680,Hawkins Inc,5300963,Manufacturing,325199,2006,Sulfur Dioxide,20.0,0.01,483485.55315192096,4981949.743308175
9681,Hawkins Inc,5300963,Manufacturing,325199,2006,Volatile Organic Compounds,1000.0,0.5,483485.55315192096,4981949.743308175
9682,Hawkins Inc,5300963,Manufacturing,325199,2006,Lead,0.0,0.0,483485.55315192096,4981949.743308175
9851,Bituminous Roadways - Minneapolis,5300315,Manufacturing,324121,2006,Carbon Monoxide,46920.0,23.46,480547.6902698531,4977570.045814906
9852,Bituminous Roadways - Minneapolis,5300315,Manufacturing,324121,2006,Nitrogen Oxides,2920.0,1.46,480547.6902698531,4977570.045814906
9853,Bituminous Roadways - Minneapolis,5300315,Manufacturing,324121,2006,PM Primary,9160.0,4.58,480547.6902698531,4977570.045814906
9854,Bituminous Roadways - Minneapolis,5300315,Manufacturing,324121,2006,PM10 Primary,4420.0,2.21,480547.6902698531,4977570.045814906
9855,Bituminous Roadways - Minneapolis,5300315,Manufacturing,324121,2006,Sulfur Dioxide,540.0,0.27,480547.6902698531,4977570.045814906
9856,Bituminous Roadways - Minneapolis,5300315,Manufacturing,324121,2006,Volatile Organic Compounds,2800.0,1.4,480547.6902698531,4977570.045814906
9857,Bituminous Roadways - Minneapolis,5300315,Manufacturing,324121,2006,Lead,0.0,0.0,480547.6902698531,4977570.045814906
10026,Packaging Corporation of America,5300055,Pulp & Paper,322211,2006,Carbon Monoxide,3740.0,1.87,478651.8703278337,4983863.6819098955
10027,Packaging Corporation of America,5300055,Pulp & Paper,322211,2006,Nitrogen Oxides,4480.0,2.24,478651.8703278337,4983863.6819098955
10028,Packaging Corporation of America,5300055,Pulp & Paper,322211,2006,PM Primary,8040.0,4.02,478651.8703278337,4983863.6819098955
10029,Packaging Corporation of America,5300055,Pulp & Paper,322211,2006,PM10 Primary,8040.0,4.02,478651.8703278337,4983863.6819098955
10030,Packaging Corporation of America,5300055,Pulp & Paper,322211,2006,Sulfur Dioxide,40.0,0.02,478651.8703278337,4983863.6819098955
10031,Packaging Corporation of America,5300055,Pulp & Paper,322211,2006,Volatile Organic Compounds,2720.0,1.36,478651.8703278337,4983863.6819098955
10032,Packaging Corporation of America,5300055,Pulp & Paper,322211,2006,Lead,0.0,0.0,478651.8703278337,4983863.6819098955
10117,Permatite Manufacturing,5300848,Manufacturing,32552,2006,Carbon Monoxide,0.0,0.0,480185.15581653477,4983296.365779849
10118,Permatite Manufacturing,5300848,Manufacturing,32552,2006,Nitrogen Oxides,0.0,0.0,480185.15581653477,4983296.365779849
10119,Permatite Manufacturing,5300848,Manufacturing,32552,2006,PM Primary,4640.0,2.32,480185.15581653477,4983296.365779849
10120,Permatite Manufacturing,5300848,Manufacturing,32552,2006,PM10 Primary,4640.0,2.32,480185.15581653477,4983296.365779849
10121,Permatite Manufacturing,5300848,Manufacturing,32552,2006,Sulfur Dioxide,0.0,0.0,480185.15581653477,4983296.365779849
10122,Permatite Manufacturing,5300848,Manufacturing,32552,2006,Volatile Organic Compounds,560.0,0.28,480185.15581653477,4983296.365779849
10123,Permatite Manufacturing,5300848,Manufacturing,32552,2006,Lead,0.0,0.0,480185.15581653477,4983296.365779849
10222,Xcel Energy - Riverside Generating Plant,5300015,Utilities,221112,2006,Carbon Monoxide,532020.0,266.01,478380.645421493,4985219.878844067
10223,Xcel Energy - Riverside Generating Plant,5300015,Utilities,221112,2006,Nitrogen Oxides,19193000.0,9596.31,478380.645421493,4985219.878844067
10224,Xcel Energy - Riverside Generating Plant,5300015,Utilities,221112,2006,PM Primary,481700.0,240.85,478380.645421493,4985219.878844067
10225,Xcel Energy - Riverside Generating Plant,5300015,Utilities,221112,2006,PM10 Primary,88896.0,44.45,478380.645421493,4985219.878844067
10226,Xcel Energy - Riverside Generating Plant,5300015,Utilities,221112,2006,Sulfur Dioxide,20115000.0,10057.4,478380.645421493,4985219.878844067
10227,Xcel Energy - Riverside Generating Plant,5300015,Utilities,221112,2006,Volatile Organic Compounds,89448.0,44.72,478380.645421493,4985219.878844067
10228,Xcel Energy - Riverside Generating Plant,5300015,Utilities,221112,2006,Lead,139.42,0.07,478380.645421493,4985219.878844067
10453,Froedtert Malt Corp - Minneapolis,5300087,Other,42451,2006,Carbon Monoxide,0.0,0.0,482269.1940205381,4980686.934834823
10454,Froedtert Malt Corp - Minneapolis,5300087,Other,42451,2006,Nitrogen Oxides,0.0,0.0,482269.1940205381,4980686.934834823
10455,Froedtert Malt Corp - Minneapolis,5300087,Other,42451,2006,PM Primary,2900.0,1.45,482269.1940205381,4980686.934834823
10456,Froedtert Malt Corp - Minneapolis,5300087,Other,42451,2006,PM10 Primary,2900.0,1.45,482269.1940205381,4980686.934834823
10457,Froedtert Malt Corp - Minneapolis,5300087,Other,42451,2006,Sulfur Dioxide,0.0,0.0,482269.1940205381,4980686.934834823
10458,Froedtert Malt Corp - Minneapolis,5300087,Other,42451,2006,Volatile Organic Compounds,0.0,0.0,482269.1940205381,4980686.934834823
10459,Froedtert Malt Corp - Minneapolis,5300087,Other,42451,2006,Lead,0.0,0.0,482269.1940205381,4980686.934834823
10460,Marshall Field's Distribution Center,5300149,Other,45211,2006,Carbon Monoxide,1880.0,0.94,483342.1286582899,4982741.911866231
10461,Marshall Field's Distribution Center,5300149,Other,45211,2006,Nitrogen Oxides,2240.0,1.12,483342.1286582899,4982741.911866231
10462,Marshall Field's Distribution Center,5300149,Other,45211,2006,PM Primary,160.0,0.08,483342.1286582899,4982741.911866231
10463,Marshall Field's Distribution Center,5300149,Other,45211,2006,PM10 Primary,160.0,0.08,483342.1286582899,4982741.911866231
10464,Marshall Field's Distribution Center,5300149,Other,45211,2006,Sulfur Dioxide,20.0,0.01,483342.1286582899,4982741.911866231
